i,Timestamp,Latency,Cost,Reliability,predLatency,predCost,predReliability
82,261237201.5,0.089094,16.47361645,1,0.0623658,11.531531515000001,1
83,261237224.4,0.0010550000000000002,14.47876445,1,0.0007385000000000001,10.135135114999999,1
84,261274982.3,1.76803195,16.4092664,1,1.2376223649999998,11.48648648,1
85,261275260.8,1.87218035,17.18146715,1,1.310526245,12.027027004999999,1
86,261302719.2,0.6708571,3.6036036,1,0.46959997,2.52252252,1
87,261304713.2,0.09256585,16.4092664,1,0.064796095,11.48648648,1
88,261304736.5,0.00107,19.4980695,1,0.000749,13.648648649999998,1
89,261342545.7,1.7704346000000002,16.53796655,1,1.23930422,11.576576585,1
90,261342816.4,1.87758455,17.6319176,1,1.314309185,12.34234232,1
91,261378815.2,0.85354875,3.024453,1,0.5974841249999999,2.1171170999999998,1
92,261380641.7,0.0845832,16.47361645,1,0.059208239999999995,11.531531515000001,1
93,261380664.8,0.0010550000000000002,14.47876445,1,0.0007385000000000001,10.135135114999999,1
94,261418433.3,1.77333985,16.53796655,1,1.2413378949999998,11.576576585,1
95,261421365.2,1.9972504,2.1235521,1,1.3980752799999998,1.4864864699999998,1
96,261436519.6,0.35876779999999997,5.9845559999999995,1,0.25113746,4.1891891999999995,1
97,261438020.1,0.0870605,16.28056625,1,0.06094234999999999,11.396396374999998,1
98,261438043.9,0.0010949999999999998,19.4980695,1,0.0007664999999999998,13.648648649999998,1
99,261475579.1,1.7624077,16.85971685,1,1.23368539,11.801801795000001,1
100,261475886.0,1.86577165,14.54311455,1,1.3060401549999998,10.180180185,1
101,261515866.1,0.9340161,3.47490345,1,0.6538112699999999,2.4324324149999996,1
102,261517896.9,0.09417045,16.602316599999998,1,0.06591931499999999,11.621621619999997,1
103,261517920.2,0.00105,16.28056625,1,0.0007349999999999999,11.396396374999998,1
104,261555782.2,1.77770945,16.53796655,1,1.2443966149999999,11.576576585,1
105,261556026.3,1.88534255,16.0875161,1,1.3197397849999999,11.261261269999999,1
106,261598493.3,1.02263765,1.73745175,1,0.715846355,1.216216225,1
107,261600461.9,0.09127275,16.4092664,1,0.063890925,11.48648648,1
108,261600486.9,0.001155,13.06306305,1,0.0008085,9.144144135,1
109,261638840.7,1.7959358,16.15186615,1,1.2571550599999999,11.306306305,1
110,261640942.0,1.95402495,3.6036036,1,1.367817465,2.52252252,1
111,261661793.1,0.50637855,4.1827542,1,0.35446498499999995,2.9279279399999996,1
112,261663589.1,0.08316145,16.28056625,1,0.05821301499999999,11.396396374999998,1
113,261663611.9,0.001035,14.47876445,1,0.0007244999999999999,10.135135114999999,1
114,261702112.0,1.80278595,16.4092664,1,1.261950165,11.48648648,1
115,261702407.7,1.9018110000000001,16.53796655,1,1.3312677,11.576576585,1
116,261708625.0,0.1561366,14.993565,1,0.10929561999999998,10.495495499999999,1
117,261710475.5,0.0858364,16.34491635,1,0.06008547999999999,11.441441444999999,1
118,261710499.1,0.001085,21.6216216,1,0.0007595,15.13513512,1
119,261748942.8,1.8049553,16.731016699999998,1,1.26346871,11.711711689999998,1
120,261749255.3,1.90735785,16.66666665,1,1.335150495,11.666666654999998,1
121,262184352.1,2.0205354,0.7078506999999999,1,1.41437478,0.4954954899999999,1
122,262186577.9,0.10314725,16.4092664,1,0.07220307499999999,11.48648648,1
123,262186605.4,0.001265,17.76061775,1,0.0008855,12.432432425,1
124,262225075.0,1.80615645,16.731016699999998,1,1.2643095149999999,11.711711689999998,1
125,262227390.0,2.0200923,2.1879022,1,1.4140646099999998,1.5315315399999998,1
126,262254808.0,0.6526384,3.34620335,1,0.45684687999999996,2.342342345,1
127,262256566.2,0.0862289,16.53796655,1,0.060360229999999994,11.576576585,1
128,262256591.7,0.001175,14.47876445,1,0.0008225,10.135135114999999,1
129,262294741.6,1.78638715,16.47361645,1,1.2504710049999999,11.531531515000001,1
130,262294999.7,1.88681475,15.95881595,1,1.320770325,11.171171164999999,1
131,262330531.3,0.8489049999999999,3.28185325,1,0.5942334999999999,2.297297275,1
132,262332370.8,0.08520745,16.4092664,1,0.059645215,11.48648648,1
133,262332395.7,0.001145,17.76061775,1,0.0008014999999999999,12.432432425,1
134,262369998.2,1.76075195,16.28056625,1,1.2325263649999998,11.396396374999998,1
135,262371085.3,1.8599871,16.15186615,1,1.3019909699999999,11.306306305,1
136,262384430.1,0.34301240000000005,5.66280565,1,0.24010868000000002,3.9639639549999997,1
137,262386384.2,0.09059110000000001,16.216216199999998,1,0.06341377000000001,11.351351339999997,1
138,262386407.0,0.001045,19.4980695,1,0.0007314999999999999,13.648648649999998,1
139,262424076.3,1.7638823000000001,16.34491635,1,1.23471761,11.441441444999999,1
140,262426907.2,1.9890265999999999,1.994852,1,1.3923186199999997,1.3963964,1
141,262466699.4,0.94781945,3.6036036,1,0.663473615,2.52252252,1
142,262468606.9,0.08828555,16.34491635,1,0.061799885,11.441441444999999,1
143,262468631.0,0.0011099999999999999,21.6216216,1,0.0007769999999999999,15.13513512,1
144,262506261.5,1.7668741000000001,16.28056625,1,1.23681187,11.396396374999998,1
145,262506596.3,1.87301785,11.9047619,1,1.311112495,8.33333333,1
146,262547573.3,1.0059911,1.6087516000000002,1,0.7041937699999999,1.1261261200000001,1
147,262549338.6,0.0818044,16.28056625,1,0.057263079999999994,11.396396374999998,1
148,262549362.0,0.001075,19.4980695,1,0.0007524999999999999,13.648648649999998,1
149,262586903.8,1.76272395,16.602316599999998,1,1.233906765,11.621621619999997,1
150,262587242.9,1.8623703999999999,13.5135135,1,1.3036592799999998,9.459459449999999,1
151,262607744.9,0.49188075,3.7966538,1,0.344316525,2.65765766,1
152,262609541.7,0.08323995,16.34491635,1,0.05826796499999999,11.441441444999999,1
153,262609568.8,0.001245,21.6216216,1,0.0008715,15.13513512,1
154,262648309.7,1.8188711,16.34491635,1,1.2732097699999998,11.441441444999999,1
155,262648568.7,1.9164164000000001,16.9240669,1,1.34149148,11.846846829999999,1
156,262654882.9,0.1587608,14.9292149,1,0.11113255999999999,10.45045043,1
157,262656668.5,0.08277739999999999,16.28056625,1,0.057944179999999984,11.396396374999998,1
158,262656693.4,0.00115,19.4980695,1,0.0008049999999999999,13.648648649999998,1
159,262692939.1,1.70202995,16.7953668,1,1.1914209649999998,11.75675676,1
160,262693926.6,1.7980927,16.47361645,1,1.25866489,11.531531515000001,1
161,262938025.7,0.73571185,0.83655085,1,0.5149982949999999,0.585585595,1
162,262939902.7,0.08695189999999998,16.28056625,1,0.06086632999999998,11.396396374999998,1
163,262939926.4,0.001085,19.4980695,1,0.0007595,13.648648649999998,1
164,262978373.2,1.80509565,16.47361645,1,1.263566955,11.531531515000001,1
165,262978627.5,1.906018,15.76576575,1,1.3342125999999999,11.036036025,1
166,263014355.5,0.83297355,2.8314027999999998,1,0.5830814849999999,1.9819819599999997,1
167,263017004.5,0.08652735,16.28056625,1,0.060569145,11.396396374999998,1
168,349416262.3,0.001805,19.111969100000003,1,0.0012634999999999999,13.378378370000002,1
169,349454834.2,1.8109525000000002,16.731016699999998,1,1.26766675,11.711711689999998,1
170,349455095.3,1.9124854,17.37451735,1,1.3387397799999998,12.162162145,1
171,349469275.2,0.34078835,6.04890605,1,0.23855184499999998,4.234234235,1
172,349471864.0,0.0892131,16.28056625,1,0.06244917,11.396396374999998,1
173,349472117.1,0.00116,19.4980695,1,0.000812,13.648648649999998,1
174,349507854.0,1.71987495,16.47361645,1,1.203912465,11.531531515000001,1
175,349509996.4,1.91161635,2.63835265,1,1.338131445,1.8468468549999997,1
176,349549618.5,0.93243225,3.9253538999999997,1,0.652702575,2.7477477299999995,1
177,349551501.7,0.08721985,16.34491635,1,0.061053895,11.441441444999999,1
178,349551525.1,0.00107,14.47876445,1,0.000749,10.135135114999999,1
179,349589558.4,1.7857358,16.731016699999998,1,1.25001506,11.711711689999998,1
180,349589849.5,1.8886602,16.66666665,1,1.3220621399999999,11.666666654999998,1
181,349626522.8,0.78397005,1.86615185,1,0.5487790349999999,1.306306295,1
182,349628454.5,0.08943279999999999,16.34491635,1,0.06260295999999999,11.441441444999999,1
183,349628479.1,0.0011300000000000001,14.47876445,1,0.000791,10.135135114999999,1
184,349665137.6,1.71654125,16.47361645,1,1.2015788749999998,11.531531515000001,1
185,349665388.2,1.8199074,16.9240669,1,1.2739351799999998,11.846846829999999,1
186,349685349.3,0.4793231,4.37580435,1,0.33552616999999996,3.063063045,1
187,349687197.4,0.08571625,16.47361645,1,0.06000137499999999,11.531531515000001,1
188,349687221.0,0.001065,14.47876445,1,0.0007455,10.135135114999999,1
189,349723387.7,1.69352865,16.47361645,1,1.185470055,11.531531515000001,1
190,349723651.1,1.79351095,16.731016699999998,1,1.2554576649999998,11.711711689999998,1
191,349729466.9,0.1430342,14.47876445,1,0.10012394,10.135135114999999,1
192,349731389.9,0.08918645,16.47361645,1,0.062430515,11.531531515000001,1
193,349731414.6,0.00112,17.76061775,1,0.0007839999999999999,12.432432425,1
194,349767913.0,1.7138654999999998,16.53796655,1,1.1997058499999997,11.576576585,1
195,349768592.7,1.8170916000000001,16.15186615,1,1.27196412,11.306306305,1
196,349832120.9,1.46060405,1.994852,1,1.022422835,1.3963964,1
197,349834128.9,0.09302945,16.47361645,1,0.06512061499999999,11.531531515000001,1
198,349834338.6,0.00112,14.47876445,1,0.0007839999999999999,10.135135114999999,1
199,349872076.3,1.78056895,16.4092664,1,1.2463982649999998,11.48648648,1
200,349872352.0,1.88866475,16.602316599999998,1,1.3220653249999998,11.621621619999997,1
201,349899835.5,0.6857496999999999,3.34620335,1,0.4800247899999999,2.342342345,1
202,349901704.3,0.08655895,16.28056625,1,0.06059126499999999,11.396396374999998,1
203,349901728.7,0.001125,14.47876445,1,0.0007874999999999999,10.135135114999999,1
204,349937980.7,1.70232445,16.7953668,1,1.191627115,11.75675676,1
205,349938242.2,1.80323625,15.95881595,1,1.262265375,11.171171164999999,1
206,349973148.9,0.81893545,2.96010295,1,0.573254815,2.072072065,1
207,349974910.5,0.08160425,16.28056625,1,0.057122975,11.396396374999998,1
208,349974932.7,0.0010199999999999999,16.28056625,1,0.0007139999999999999,11.396396374999998,1
209,350011777.7,1.7300933,16.4092664,1,1.21106531,11.48648648,1
210,350015103.8,1.9284580000000002,1.994852,1,1.3499206000000001,1.3963964,1
211,350028627.1,0.34687765,6.37065635,1,0.24281435499999998,4.459459444999999,1
212,350030413.7,0.0828271,16.28056625,1,0.05797897,11.396396374999998,1
213,350030439.5,0.00117,13.06306305,1,0.000819,9.144144135,1
214,350068697.4,1.7962542000000001,16.7953668,1,1.25737794,11.75675676,1
215,350068957.4,1.8933118999999998,15.95881595,1,1.3253183299999998,11.171171164999999,1
216,350108240.6,0.9348966000000001,3.7966538,1,0.65442762,2.65765766,1
217,350109994.4,0.08118225,16.34491635,1,0.05682757499999999,11.441441444999999,1
218,350110017.4,0.00106,14.47876445,1,0.0007419999999999999,10.135135114999999,1
219,350147117.8,1.7372351000000001,16.53796655,1,1.2160645700000001,11.576576585,1
220,350147376.0,1.8325491999999999,16.4092664,1,1.28278444,11.48648648,1
221,350186270.2,1.13239715,1.994852,1,0.792678005,1.3963964,1
222,350188224.5,0.09055980000000001,16.28056625,1,0.06339186000000001,11.396396374999998,1
223,350188248.8,0.001115,17.76061775,1,0.0007805,12.432432425,1
224,350225898.1,1.767759,16.47361645,1,1.2374313,11.531531515000001,1
225,350226608.5,1.8936813000000001,6.628056599999999,1,1.32557691,4.639639619999999,1
226,350246850.2,0.48914455,3.86100385,1,0.342401185,2.7027026949999997,1
227,350248691.9,0.08523055,16.4092664,1,0.059661385,11.48648648,1
228,350248714.1,0.0010199999999999999,16.28056625,1,0.0007139999999999999,11.396396374999998,1
229,350285400.2,1.7226465,16.47361645,1,1.20585255,11.531531515000001,1
230,350285665.8,1.8223832999999998,16.15186615,1,1.2756683099999997,11.306306305,1
231,350291466.5,0.1445359,16.988417000000002,1,0.10117512999999999,11.891891900000001,1
232,350293620.5,0.10002065,16.4092664,1,0.070014455,11.48648648,1
233,350293646.9,0.0012050000000000001,13.06306305,1,0.0008435000000000001,9.144144135,1
234,350331659.3,1.7799512999999998,16.47361645,1,1.2459659099999998,11.531531515000001,1
235,350334301.1,2.0057652,1.9305019,1,1.4040356399999998,1.35135133,1
236,351066265.5,16.1317178,0.57915055,1,11.29220246,0.405405385,1
237,351067994.3,0.08757725,16.34491635,1,0.06130407499999999,11.441441444999999,1
238,351068032.1,0.001745,13.96396395,1,0.0012215,9.774774765,1
239,351105994.6,1.77760155,16.47361645,1,1.244321085,11.531531515000001,1
240,351109004.8,2.0089167000000003,2.3166022999999996,1,1.40624169,1.6216216099999996,1
241,351136915.5,0.6846734,3.9253538999999997,1,0.47927137999999997,2.7477477299999995,1
242,351138942.3,0.0940286,18.018017999999998,1,0.06582001999999999,12.612612599999999,1
243,351138968.8,0.001185,17.76061775,1,0.0008295,12.432432425,1
244,351175381.2,1.70982865,16.47361645,1,1.1968800549999998,11.531531515000001,1
245,351178659.9,1.95952245,1.67310165,1,1.3716657149999998,1.171171155,1
246,351214336.2,0.8395453000000002,3.024453,1,0.58768171,2.1171170999999998,1
247,351216440.4,0.09761875,16.602316599999998,1,0.068333125,11.621621619999997,1
248,351216477.9,0.0017100000000000001,13.06306305,1,0.001197,9.144144135,1
249,351253542.6,1.74034435,16.47361645,1,1.2182410449999999,11.531531515000001,1
250,351253834.9,1.85436595,16.28056625,1,1.298056165,11.396396374999998,1
251,351274961.0,0.34283915,4.8906049000000005,1,0.23998740499999996,3.42342343,1
252,351276331.6,0.0982296,16.34491635,1,0.06876072,11.441441444999999,1
253,351276358.4,0.001225,17.76061775,1,0.0008574999999999999,12.432432425,1
254,351312759.1,1.7092811,16.47361645,1,1.19649677,11.531531515000001,1
255,351313013.4,1.82154615,16.602316599999998,1,1.275082305,11.621621619999997,1
256,351353377.2,0.95378805,3.66795365,1,0.6676516349999999,2.5675675549999997,1
257,351355408.8,0.0988488,16.34491635,1,0.06919415999999999,11.441441444999999,1
258,351355435.6,0.001235,19.4980695,1,0.0008644999999999999,13.648648649999998,1
259,351394046.7,1.76553125,16.731016699999998,1,1.235871875,11.711711689999998,1
260,437793385.5,1.87822785,16.0875161,1,1.314759495,11.261261269999999,1
261,437830468.4,0.96909885,1.8018018,1,0.6783691949999999,1.26126126,1
262,437832342.4,0.0868302,16.28056625,1,0.06078113999999999,11.396396374999998,1
263,437832365.3,0.00105,19.4980695,1,0.0007349999999999999,13.648648649999998,1
264,437872093.5,1.86029655,15.95881595,1,1.302207585,11.171171164999999,1
265,437872368.5,1.9620069,16.15186615,1,1.37340483,11.306306305,1
266,437892373.6,0.47669579999999995,3.47490345,1,0.3336870599999999,2.4324324149999996,1
267,437894374.8,0.0928012,16.216216199999998,1,0.06496083999999999,11.351351339999997,1
268,437894400.7,0.00119,17.76061775,1,0.000833,12.432432425,1
269,437932975.3,1.80627505,16.4092664,1,1.2643925349999998,11.48648648,1
270,437933822.2,1.9131801,17.24581725,1,1.3392260699999998,12.072072075000001,1
271,437939633.1,0.1651746,14.800514800000002,1,0.11562222,10.360360360000001,1
272,437941421.2,0.08289235,16.53796655,1,0.058024645,11.576576585,1
273,437941444.2,0.0010550000000000002,14.47876445,1,0.0007385000000000001,10.135135114999999,1
274,437979364.6,1.76529085,15.95881595,1,1.235703595,11.171171164999999,1
275,437979584.7,1.87076805,10.102960099999999,1,1.3095376349999999,7.072072069999999,1
276,438051907.9,1.2578482,1.67310165,1,0.8804937399999999,1.171171155,1
277,438054073.1,0.100346,16.28056625,1,0.0702422,11.396396374999998,1
278,438054101.6,0.00131,21.6216216,1,0.000917,15.13513512,1
279,438094917.8,1.9160258999999997,15.76576575,1,1.3412181299999997,11.036036025,1
280,438095402.7,2.03018755,16.602316599999998,1,1.421131285,11.621621619999997,1
281,438121740.4,0.64393515,3.53925355,1,0.450754605,2.477477485,1
282,438123857.5,0.0983051,16.216216199999998,1,0.06881357,11.351351339999997,1
283,438123886.9,0.001355,16.28056625,1,0.0009485,11.396396374999998,1
284,438163982.2,1.8774789,16.53796655,1,1.31423523,11.576576585,1
285,438164301.0,1.9929368000000003,16.53796655,1,1.3950557600000002,11.576576585,1
286,438199700.1,0.8288665000000001,3.15315315,1,0.58020655,2.207207205,1
287,438201728.1,0.0940088,15.122265099999998,1,0.06580616,10.585585569999997,1
288,438201754.5,0.00121,14.47876445,1,0.0008469999999999999,10.135135114999999,1
289,438240849.0,1.83542575,16.216216199999998,1,1.284798025,11.351351339999997,1
290,438241232.1,1.9430157,16.0875161,1,1.36011099,11.261261269999999,1
291,438255267.2,0.33439935,5.9202059,1,0.23407954499999997,4.14414413,1
292,438257022.8,0.08139875,16.34491635,1,0.056979125,11.441441444999999,1
293,438257044.5,0.000995,16.28056625,1,0.0006965,11.396396374999998,1
294,438296387.1,1.8470451,16.53796655,1,1.29293157,11.576576585,1
295,438296657.5,1.9429418,16.4092664,1,1.3600592599999999,11.48648648,1
296,438336856.3,0.95047355,3.28185325,1,0.665331485,2.297297275,1
297,438338683.6,0.0846576,16.34491635,1,0.05926032,11.441441444999999,1
298,438338706.6,0.0010550000000000002,19.4980695,1,0.0007385000000000001,13.648648649999998,1
299,438375457.5,1.72568795,16.47361645,1,1.2079815649999999,11.531531515000001,1
300,438377953.5,1.9292206000000003,2.3166022999999996,1,1.3504544200000002,1.6216216099999996,1
301,438417235.7,1.08312145,2.05920205,1,0.7581850149999999,1.441441435,1
302,438420018.9,0.08952189999999999,16.34491635,1,0.06266532999999999,11.441441444999999,1
303,524819193.8,0.001215,17.76061775,1,0.0008504999999999999,12.432432425,1
304,524857348.1,1.78659335,16.4092664,1,1.250615345,11.48648648,1
305,524857646.1,1.89225325,16.4092664,1,1.324577275,11.48648648,1
306,524877903.9,0.48325315,3.9253538999999997,1,0.33827720499999997,2.7477477299999995,1
307,524879668.6,0.0816703,16.4092664,1,0.05716921,11.48648648,1
308,524879691.7,0.001065,14.47876445,1,0.0007455,10.135135114999999,1
309,524916991.8,1.74659795,16.731016699999998,1,1.2226185649999999,11.711711689999998,1
310,524918040.4,1.8794275000000003,4.6975546999999995,1,1.31559925,3.2882882899999997,1
311,524923666.3,0.13894785,14.35006435,1,0.097263495,10.045045045,1
312,524925403.9,0.08056205,16.4092664,1,0.05639343499999999,11.48648648,1
313,524925426.1,0.001015,16.28056625,1,0.0007105,11.396396374999998,1
314,524961975.0,1.7162218999999996,16.53796655,1,1.2013553299999997,11.576576585,1
315,524963766.5,1.88253105,2.8957528999999997,1,1.317771735,2.0270270299999997,1
316,525011932.3,1.1490851,2.25225225,1,0.8043595699999999,1.576576575,1
317,525013967.5,0.09426905,16.216216199999998,1,0.065988335,11.351351339999997,1
318,525013993.7,0.0011949999999999999,13.06306305,1,0.0008364999999999999,9.144144135,1
319,525052307.5,1.7940593999999996,16.731016699999998,1,1.2558415799999996,11.711711689999998,1
320,525052588.3,1.9037483,16.85971685,1,1.3326238099999999,11.801801795000001,1
321,525080543.2,0.6432298000000001,3.28185325,1,0.45026086000000004,2.297297275,1
322,525082465.6,0.0891961,16.47361645,1,0.062437269999999996,11.531531515000001,1
323,525082489.4,0.001085,14.47876445,1,0.0007595,10.135135114999999,1
324,525120020.0,1.7621988000000002,16.4092664,1,1.23353916,11.48648648,1
325,525120306.6,1.86676155,16.28056625,1,1.306733085,11.396396374999998,1
326,525155915.5,0.8472129999999999,3.15315315,1,0.5930490999999999,2.207207205,1
327,525157952.4,0.09453055,16.53796655,1,0.066171385,11.576576585,1
328,525157976.8,0.00112,14.47876445,1,0.0007839999999999999,10.135135114999999,1
329,525196236.3,1.79633035,16.4092664,1,1.257431245,11.48648648,1
330,525197451.7,1.9497744,4.05405405,1,1.3648420799999998,2.837837835,1
331,525212090.8,0.3559071,5.9845559999999995,1,0.24913496999999996,4.1891891999999995,1
332,525214382.8,0.09583765,16.47361645,1,0.06708635499999999,11.531531515000001,1
333,525214651.1,0.00123,17.76061775,1,0.0008609999999999999,12.432432425,1
334,525251352.2,1.74519355,16.4092664,1,1.221635485,11.48648648,1
335,525251637.4,1.8566101000000002,16.28056625,1,1.29962707,11.396396374999998,1
336,525291822.0,0.95779415,3.6036036,1,0.670455905,2.52252252,1
337,525293660.8,0.08516789999999999,16.85971685,1,0.05961752999999999,11.801801795000001,1
338,525293684.6,0.00109,14.47876445,1,0.000763,10.135135114999999,1
339,525331480.7,1.77462835,16.34491635,1,1.2422398449999998,11.441441444999999,1
340,525333405.5,1.95199045,2.44530245,1,1.366393315,1.7117117149999999,1
341,525369264.1,0.580531,1.86615185,1,0.4063717,1.306306295,1
342,525371337.9,0.08597385,16.34491635,1,0.060181695,11.441441444999999,1
343,525371573.3,0.00108,14.47876445,1,0.0007559999999999999,10.135135114999999,1
344,525409533.5,1.7943648999999997,16.602316599999998,1,1.2560554299999998,11.621621619999997,1
345,525409787.4,1.8975366999999999,16.28056625,1,1.32827569,11.396396374999998,1
346,525429895.3,0.48026175,3.7323037000000006,1,0.336183225,2.6126125900000003,1
347,525431858.4,0.09097739999999999,16.28056625,1,0.06368417999999999,11.396396374999998,1
348,525431883.5,0.00115,23.6164736,1,0.0008049999999999999,16.531531519999998,1
349,525469667.3,1.76924255,16.34491635,1,1.238469785,11.441441444999999,1
