,date,server,tactic,Latency,Cost,Reliability,Predicted_Latency,Predicted_Cost,Predicted_Reliability
616,0.0,8.0,5.0,0.0,16.0,1.0,1.0,2.0,1.0
652,0.0,8.0,1.0,2.0,3.0,1.0,0.0,17.0,1.0
653,0.0,8.0,2.0,0.0,16.0,1.0,0.0,15.0,1.0
654,0.0,8.0,3.0,0.0,13.0,1.0,2.0,17.0,1.0
655,0.0,8.0,4.0,2.0,16.0,1.0,0.0,13.0,1.0
656,0.0,8.0,5.0,0.0,16.0,1.0,1.0,2.0,1.0
688,0.0,8.0,1.0,1.0,4.0,1.0,0.0,17.0,1.0
689,0.0,8.0,2.0,0.0,16.0,1.0,0.0,16.0,1.0
690,0.0,8.0,3.0,0.0,14.0,1.0,2.0,17.0,1.0
691,0.0,8.0,4.0,2.0,17.0,1.0,1.0,16.0,1.0
692,0.0,8.0,5.0,2.0,17.0,1.0,1.0,2.0,1.0
728,0.0,8.0,1.0,1.0,4.0,1.0,0.0,17.0,1.0
729,0.0,8.0,2.0,0.0,17.0,1.0,0.0,17.0,1.0
730,0.0,8.0,3.0,0.0,14.0,1.0,2.0,17.0,1.0
731,0.0,8.0,4.0,2.0,17.0,1.0,1.0,16.0,1.0
732,0.0,8.0,5.0,2.0,15.0,1.0,1.0,2.0,1.0
764,0.0,8.0,1.0,2.0,4.0,1.0,0.0,17.0,1.0
765,0.0,8.0,2.0,0.0,16.0,1.0,0.0,20.0,1.0
766,0.0,8.0,3.0,0.0,16.0,1.0,2.0,17.0,1.0
767,0.0,8.0,4.0,2.0,16.0,1.0,0.0,10.0,1.0
768,0.0,8.0,5.0,0.0,16.0,1.0,1.0,2.0,1.0
804,0.0,8.0,1.0,2.0,4.0,1.0,0.0,17.0,1.0
805,0.0,8.0,2.0,0.0,16.0,1.0,0.0,20.0,1.0
806,0.0,8.0,3.0,0.0,14.0,1.0,2.0,17.0,1.0
807,0.0,8.0,4.0,2.0,17.0,1.0,1.0,16.0,1.0
808,0.0,8.0,5.0,0.0,17.0,1.0,1.0,2.0,1.0
844,0.0,8.0,1.0,2.0,3.0,1.0,0.0,17.0,1.0
845,0.0,8.0,2.0,0.0,16.0,1.0,0.0,19.0,1.0
846,0.0,8.0,3.0,0.0,14.0,1.0,2.0,17.0,1.0
847,0.0,8.0,4.0,2.0,16.0,1.0,1.0,16.0,1.0
848,0.0,8.0,5.0,0.0,16.0,1.0,1.0,2.0,1.0
879,0.0,8.0,1.0,2.0,4.0,1.0,0.0,17.0,1.0
880,0.0,8.0,2.0,0.0,16.0,1.0,0.0,16.0,1.0
881,0.0,8.0,3.0,0.0,13.0,1.0,2.0,17.0,1.0
882,0.0,8.0,4.0,2.0,17.0,1.0,1.0,16.0,1.0
883,0.0,8.0,5.0,0.0,17.0,1.0,1.0,2.0,1.0
919,0.0,8.0,1.0,2.0,3.0,1.0,0.0,17.0,1.0
920,0.0,8.0,2.0,0.0,17.0,1.0,0.0,16.0,1.0
921,0.0,8.0,3.0,0.0,14.0,1.0,2.0,17.0,1.0
922,0.0,8.0,4.0,2.0,17.0,1.0,0.0,10.0,1.0
923,0.0,8.0,5.0,0.0,17.0,1.0,1.0,2.0,1.0
955,0.0,8.0,1.0,1.0,4.0,1.0,0.0,17.0,1.0
956,0.0,8.0,2.0,0.0,16.0,1.0,0.0,14.0,1.0
957,0.0,8.0,3.0,0.0,19.0,1.0,2.0,17.0,1.0
958,0.0,8.0,4.0,2.0,17.0,1.0,1.0,15.0,1.0
959,0.0,8.0,5.0,2.0,17.0,1.0,1.0,2.0,1.0
995,0.0,8.0,1.0,1.0,4.0,1.0,0.0,17.0,1.0
996,0.0,8.0,2.0,0.0,17.0,1.0,0.0,20.0,1.0
997,0.0,8.0,3.0,0.0,12.0,1.0,2.0,17.0,1.0
998,0.0,8.0,4.0,2.0,17.0,1.0,1.0,14.0,1.0
999,0.0,8.0,5.0,2.0,17.0,1.0,1.0,2.0,1.0
1035,0.0,8.0,1.0,1.0,4.0,1.0,0.0,17.0,1.0
1036,0.0,8.0,2.0,0.0,16.0,1.0,0.0,20.0,1.0
1037,0.0,8.0,3.0,0.0,13.0,1.0,2.0,17.0,1.0
1038,0.0,8.0,4.0,2.0,16.0,1.0,1.0,17.0,1.0
1039,0.0,8.0,5.0,2.0,16.0,1.0,1.0,2.0,1.0
1070,0.0,8.0,1.0,1.0,4.0,1.0,0.0,17.0,1.0
1071,0.0,8.0,2.0,0.0,16.0,1.0,0.0,16.0,1.0
1072,0.0,8.0,3.0,0.0,18.0,1.0,2.0,17.0,1.0
1073,0.0,8.0,4.0,2.0,17.0,1.0,1.0,16.0,1.0
1074,0.0,8.0,5.0,2.0,17.0,1.0,2.0,2.0,1.0
1110,0.0,8.0,1.0,1.0,3.0,1.0,0.0,17.0,1.0
1111,0.0,8.0,2.0,0.0,16.0,1.0,0.0,20.0,1.0
1112,0.0,8.0,3.0,0.0,14.0,1.0,2.0,17.0,1.0
1113,0.0,8.0,4.0,2.0,16.0,1.0,1.0,14.0,1.0
1114,0.0,8.0,5.0,2.0,4.0,1.0,2.0,2.0,1.0
1150,0.0,8.0,1.0,1.0,3.0,1.0,0.0,17.0,1.0
1151,0.0,8.0,2.0,0.0,16.0,1.0,0.0,15.0,1.0
1152,0.0,8.0,3.0,0.0,13.0,1.0,2.0,17.0,1.0
1153,0.0,8.0,4.0,2.0,16.0,1.0,1.0,15.0,1.0
1154,0.0,8.0,5.0,2.0,16.0,1.0,1.0,2.0,1.0
1185,0.0,8.0,1.0,1.0,3.0,1.0,0.0,17.0,1.0
1186,0.0,8.0,2.0,0.0,16.0,1.0,0.0,17.0,1.0
1187,0.0,8.0,3.0,0.0,19.0,1.0,2.0,17.0,1.0
1188,0.0,8.0,4.0,2.0,16.0,1.0,0.0,15.0,1.0
1189,0.0,8.0,5.0,2.0,16.0,1.0,2.0,2.0,1.0
1225,0.0,8.0,1.0,1.0,4.0,1.0,0.0,17.0,1.0
1226,0.0,8.0,2.0,0.0,16.0,1.0,0.0,20.0,1.0
1227,0.0,8.0,3.0,0.0,19.0,1.0,2.0,17.0,1.0
1228,0.0,8.0,4.0,2.0,17.0,1.0,1.0,17.0,1.0
1229,0.0,8.0,5.0,2.0,17.0,1.0,1.0,2.0,1.0
1265,0.0,8.0,1.0,1.0,4.0,1.0,0.0,17.0,1.0
1266,0.0,8.0,2.0,0.0,16.0,1.0,0.0,18.0,1.0
1267,0.0,8.0,3.0,0.0,16.0,1.0,2.0,17.0,1.0
1268,0.0,8.0,4.0,2.0,17.0,1.0,1.0,14.0,1.0
1269,0.0,8.0,5.0,2.0,16.0,1.0,2.0,2.0,1.0
1301,0.0,8.0,1.0,2.0,4.0,1.0,0.0,17.0,1.0
1302,0.0,8.0,2.0,0.0,16.0,1.0,0.0,17.0,1.0
1303,0.0,8.0,3.0,0.0,19.0,1.0,2.0,17.0,1.0
1304,0.0,8.0,4.0,2.0,17.0,1.0,2.0,14.0,1.0
1305,0.0,8.0,5.0,0.0,17.0,1.0,1.0,2.0,1.0
1341,0.0,8.0,1.0,2.0,4.0,1.0,0.0,17.0,1.0
1342,0.0,8.0,2.0,0.0,16.0,1.0,0.0,17.0,1.0
1343,0.0,8.0,3.0,0.0,19.0,1.0,2.0,17.0,1.0
1344,0.0,8.0,4.0,2.0,16.0,1.0,2.0,16.0,1.0
1345,0.0,8.0,5.0,0.0,16.0,1.0,1.0,2.0,1.0
1377,0.0,8.0,1.0,1.0,3.0,1.0,0.0,17.0,1.0
1378,0.0,8.0,2.0,0.0,16.0,1.0,0.0,18.0,1.0
1379,0.0,8.0,3.0,0.0,18.0,1.0,2.0,17.0,1.0
1380,0.0,8.0,4.0,2.0,16.0,1.0,2.0,11.0,1.0
1381,0.0,8.0,5.0,2.0,16.0,1.0,1.0,2.0,1.0
1417,0.0,8.0,1.0,1.0,4.0,1.0,0.0,17.0,1.0
1418,0.0,8.0,2.0,0.0,16.0,1.0,0.0,19.0,1.0
1419,0.0,8.0,3.0,0.0,14.0,1.0,2.0,17.0,1.0
1420,0.0,8.0,4.0,2.0,16.0,1.0,2.0,18.0,1.0
1421,0.0,8.0,5.0,2.0,17.0,1.0,1.0,2.0,1.0
1452,0.0,8.0,1.0,1.0,4.0,1.0,0.0,17.0,1.0
1453,0.0,8.0,2.0,0.0,16.0,1.0,0.0,17.0,1.0
1454,0.0,8.0,3.0,0.0,13.0,1.0,2.0,17.0,1.0
1455,0.0,8.0,4.0,2.0,16.0,1.0,1.0,17.0,1.0
1456,0.0,8.0,5.0,2.0,17.0,1.0,1.0,2.0,1.0
1492,0.0,8.0,1.0,1.0,4.0,1.0,0.0,17.0,1.0
1493,0.0,8.0,2.0,0.0,16.0,1.0,0.0,17.0,1.0
1494,0.0,8.0,3.0,0.0,18.0,1.0,2.0,17.0,1.0
1495,0.0,8.0,4.0,2.0,16.0,1.0,2.0,14.0,1.0
1496,0.0,8.0,5.0,2.0,17.0,1.0,1.0,2.0,1.0
1527,0.0,8.0,1.0,1.0,4.0,1.0,0.0,17.0,1.0
1528,0.0,8.0,2.0,0.0,16.0,1.0,0.0,19.0,1.0
1529,0.0,8.0,3.0,0.0,14.0,1.0,2.0,17.0,1.0
1530,0.0,8.0,4.0,2.0,16.0,1.0,2.0,15.0,1.0
1531,0.0,8.0,5.0,2.0,17.0,1.0,1.0,2.0,1.0
1567,0.0,8.0,1.0,1.0,3.0,1.0,0.0,17.0,1.0
1568,0.0,8.0,2.0,0.0,16.0,1.0,0.0,18.0,1.0
1569,0.0,8.0,3.0,0.0,13.0,1.0,2.0,17.0,1.0
1570,0.0,8.0,4.0,2.0,16.0,1.0,1.0,13.0,1.0
1571,0.0,8.0,5.0,2.0,16.0,1.0,1.0,2.0,1.0
1607,0.0,8.0,1.0,1.0,3.0,1.0,0.0,17.0,1.0
1608,0.0,8.0,2.0,0.0,16.0,1.0,0.0,17.0,1.0
1609,0.0,8.0,3.0,0.0,22.0,1.0,2.0,17.0,1.0
1610,0.0,8.0,4.0,2.0,17.0,1.0,1.0,14.0,1.0
1611,0.0,8.0,5.0,2.0,16.0,1.0,2.0,2.0,1.0
1643,0.0,8.0,1.0,2.0,4.0,1.0,0.0,17.0,1.0
1644,0.0,8.0,2.0,0.0,16.0,1.0,0.0,18.0,1.0
1645,0.0,8.0,3.0,0.0,18.0,1.0,2.0,17.0,1.0
1646,0.0,8.0,4.0,2.0,16.0,1.0,2.0,18.0,1.0
1647,0.0,8.0,5.0,0.0,4.0,1.0,1.0,2.0,1.0
1683,0.0,8.0,1.0,2.0,4.0,1.0,0.0,17.0,1.0
1684,0.0,8.0,2.0,0.0,16.0,1.0,0.0,17.0,1.0
1685,0.0,8.0,3.0,0.0,14.0,1.0,2.0,17.0,1.0
1686,0.0,8.0,4.0,2.0,16.0,1.0,2.0,16.0,1.0
1687,0.0,8.0,5.0,0.0,16.0,1.0,1.0,2.0,1.0
1719,0.0,8.0,1.0,1.0,4.0,1.0,0.0,17.0,1.0
1720,0.0,8.0,2.0,0.0,16.0,1.0,0.0,16.0,1.0
1721,0.0,8.0,3.0,0.0,14.0,1.0,2.0,17.0,1.0
1722,0.0,8.0,4.0,2.0,17.0,1.0,1.0,16.0,1.0
1723,0.0,8.0,5.0,2.0,17.0,1.0,1.0,2.0,1.0
1759,0.0,8.0,1.0,1.0,3.0,1.0,0.0,17.0,1.0
1760,0.0,8.0,2.0,0.0,16.0,1.0,0.0,19.0,1.0
1761,0.0,8.0,3.0,0.0,18.0,1.0,2.0,17.0,1.0
1762,0.0,8.0,4.0,2.0,16.0,1.0,2.0,18.0,1.0
1763,0.0,8.0,5.0,2.0,16.0,1.0,1.0,2.0,1.0
1799,0.0,8.0,1.0,1.0,4.0,1.0,0.0,17.0,1.0
1800,0.0,8.0,2.0,0.0,16.0,1.0,0.0,18.0,1.0
1801,0.0,8.0,3.0,0.0,16.0,1.0,2.0,17.0,1.0
1802,0.0,8.0,4.0,2.0,17.0,1.0,2.0,14.0,1.0
1803,0.0,8.0,5.0,2.0,16.0,1.0,1.0,2.0,1.0
1839,0.0,8.0,1.0,1.0,3.0,1.0,0.0,17.0,1.0
1840,0.0,8.0,2.0,0.0,16.0,1.0,0.0,16.0,1.0
1841,0.0,8.0,3.0,0.0,13.0,1.0,2.0,17.0,1.0
1842,0.0,8.0,4.0,2.0,16.0,1.0,2.0,16.0,1.0
1843,0.0,8.0,5.0,2.0,16.0,1.0,1.0,2.0,1.0
1874,0.0,8.0,1.0,1.0,3.0,1.0,0.0,17.0,1.0
1875,0.0,8.0,2.0,0.0,16.0,1.0,0.0,16.0,1.0
1876,0.0,8.0,3.0,0.0,19.0,1.0,2.0,17.0,1.0
1877,0.0,8.0,4.0,2.0,17.0,1.0,1.0,16.0,1.0
1878,0.0,8.0,5.0,2.0,17.0,1.0,1.0,2.0,1.0
1914,0.0,8.0,1.0,1.0,3.0,1.0,0.0,17.0,1.0
1915,0.0,8.0,2.0,0.0,16.0,1.0,0.0,17.0,1.0
1916,0.0,8.0,3.0,0.0,13.0,1.0,2.0,17.0,1.0
1917,0.0,8.0,4.0,2.0,17.0,1.0,1.0,17.0,1.0
1918,0.0,8.0,5.0,2.0,16.0,1.0,2.0,2.0,1.0
1954,0.0,8.0,1.0,1.0,4.0,1.0,0.0,17.0,1.0
1955,0.0,8.0,2.0,0.0,16.0,1.0,0.0,16.0,1.0
1956,0.0,8.0,3.0,0.0,19.0,1.0,2.0,17.0,1.0
1957,0.0,8.0,4.0,2.0,16.0,1.0,2.0,16.0,1.0
1958,0.0,8.0,5.0,2.0,16.0,1.0,1.0,2.0,1.0
1994,0.0,8.0,1.0,1.0,3.0,1.0,0.0,17.0,1.0
1995,0.0,8.0,2.0,0.0,16.0,1.0,0.0,17.0,1.0
1996,0.0,8.0,3.0,0.0,18.0,1.0,2.0,17.0,1.0
1997,0.0,8.0,4.0,2.0,17.0,1.0,2.0,16.0,1.0
1998,0.0,8.0,5.0,2.0,16.0,1.0,1.0,2.0,1.0
2034,0.0,8.0,1.0,1.0,4.0,1.0,0.0,17.0,1.0
2035,0.0,8.0,2.0,0.0,16.0,1.0,0.0,19.0,1.0
2036,0.0,8.0,3.0,0.0,14.0,1.0,2.0,17.0,1.0
2037,0.0,8.0,4.0,2.0,16.0,1.0,2.0,13.0,1.0
2038,0.0,8.0,5.0,2.0,2.0,1.0,1.0,2.0,1.0
2074,0.0,8.0,1.0,1.0,4.0,1.0,0.0,17.0,1.0
2075,0.0,8.0,2.0,0.0,16.0,1.0,0.0,17.0,1.0
2076,0.0,8.0,3.0,0.0,19.0,1.0,2.0,17.0,1.0
2077,0.0,8.0,4.0,2.0,16.0,1.0,1.0,17.0,1.0
2078,0.0,8.0,5.0,2.0,16.0,1.0,2.0,2.0,1.0
2109,0.0,8.0,1.0,1.0,4.0,1.0,0.0,17.0,1.0
2110,0.0,8.0,2.0,0.0,16.0,1.0,0.0,18.0,1.0
2111,0.0,8.0,3.0,0.0,19.0,1.0,2.0,17.0,1.0
2112,0.0,8.0,4.0,2.0,17.0,1.0,2.0,14.0,1.0
2113,0.0,8.0,5.0,2.0,17.0,1.0,1.0,2.0,1.0
2144,0.0,8.0,1.0,1.0,4.0,1.0,0.0,16.0,1.0
2145,0.0,8.0,2.0,0.0,17.0,1.0,0.0,16.0,1.0
2146,0.0,8.0,3.0,0.0,22.0,1.0,2.0,17.0,1.0
2147,0.0,8.0,4.0,2.0,16.0,1.0,2.0,12.0,1.0
2148,0.0,8.0,5.0,2.0,3.0,1.0,2.0,2.0,1.0
2184,0.0,8.0,1.0,1.0,3.0,1.0,0.0,17.0,1.0
2185,0.0,8.0,2.0,0.0,16.0,1.0,0.0,15.0,1.0
2186,0.0,8.0,3.0,0.0,14.0,1.0,2.0,17.0,1.0
2187,0.0,8.0,4.0,2.0,17.0,1.0,2.0,17.0,1.0
2188,0.0,8.0,5.0,2.0,16.0,1.0,1.0,2.0,1.0
2224,0.0,8.0,1.0,1.0,4.0,1.0,0.0,17.0,1.0
2225,0.0,8.0,2.0,0.0,17.0,1.0,0.0,16.0,1.0
2226,0.0,8.0,3.0,0.0,14.0,1.0,2.0,17.0,1.0
2227,0.0,8.0,4.0,2.0,16.0,1.0,1.0,16.0,1.0
2228,0.0,8.0,5.0,2.0,5.0,1.0,2.0,2.0,1.0
2259,0.0,8.0,1.0,1.0,4.0,1.0,0.0,17.0,1.0
2260,0.0,8.0,2.0,0.0,16.0,1.0,0.0,19.0,1.0
2261,0.0,8.0,3.0,0.0,13.0,1.0,2.0,17.0,1.0
2262,0.0,8.0,4.0,2.0,17.0,1.0,2.0,13.0,1.0
2263,0.0,8.0,5.0,2.0,16.0,1.0,1.0,2.0,1.0
2299,0.0,8.0,1.0,1.0,3.0,1.0,0.0,17.0,1.0
2300,0.0,8.0,2.0,0.0,16.0,1.0,0.0,18.0,1.0
2301,0.0,8.0,3.0,0.0,14.0,1.0,2.0,17.0,1.0
2302,0.0,8.0,4.0,2.0,16.0,1.0,2.0,18.0,1.0
2303,0.0,8.0,5.0,2.0,19.0,1.0,1.0,2.0,1.0
2335,0.0,8.0,1.0,2.0,3.0,1.0,0.0,16.0,1.0
2336,0.0,8.0,2.0,0.0,16.0,1.0,0.0,15.0,1.0
2337,0.0,8.0,3.0,0.0,14.0,1.0,2.0,17.0,1.0
2338,0.0,8.0,4.0,2.0,16.0,1.0,1.0,12.0,1.0
2339,0.0,8.0,5.0,0.0,6.0,1.0,1.0,2.0,1.0
2375,0.0,8.0,1.0,2.0,4.0,1.0,0.0,17.0,1.0
2376,0.0,8.0,2.0,0.0,16.0,1.0,0.0,17.0,1.0
2377,0.0,8.0,3.0,0.0,19.0,1.0,2.0,17.0,1.0
2378,0.0,8.0,4.0,2.0,16.0,1.0,1.0,12.0,1.0
2379,0.0,8.0,5.0,0.0,2.0,1.0,1.0,2.0,1.0
2410,0.0,8.0,1.0,2.0,3.0,1.0,0.0,17.0,1.0
2411,0.0,8.0,2.0,0.0,17.0,1.0,0.0,18.0,1.0
2412,0.0,8.0,3.0,0.0,14.0,1.0,2.0,17.0,1.0
2413,0.0,8.0,4.0,2.0,16.0,1.0,2.0,14.0,1.0
2414,0.0,8.0,5.0,0.0,17.0,1.0,1.0,2.0,1.0
2450,0.0,8.0,1.0,2.0,4.0,1.0,0.0,17.0,1.0
2451,0.0,8.0,2.0,0.0,16.0,1.0,0.0,19.0,1.0
2452,0.0,8.0,3.0,0.0,16.0,1.0,2.0,17.0,1.0
2453,0.0,8.0,4.0,2.0,16.0,1.0,1.0,16.0,1.0
2454,0.0,8.0,5.0,0.0,16.0,1.0,2.0,2.0,1.0
2486,0.0,8.0,1.0,1.0,4.0,1.0,0.0,16.0,1.0
2487,0.0,8.0,2.0,0.0,16.0,1.0,0.0,16.0,1.0
2488,0.0,8.0,3.0,0.0,14.0,1.0,2.0,17.0,1.0
2489,0.0,8.0,4.0,2.0,17.0,1.0,2.0,18.0,1.0
2490,0.0,8.0,5.0,2.0,17.0,1.0,1.0,2.0,1.0
2521,0.0,8.0,1.0,1.0,3.0,1.0,0.0,16.0,1.0
2522,0.0,8.0,2.0,0.0,16.0,1.0,0.0,16.0,1.0
2523,0.0,8.0,3.0,0.0,19.0,1.0,2.0,17.0,1.0
2524,0.0,8.0,4.0,2.0,16.0,1.0,2.0,13.0,1.0
2525,0.0,8.0,5.0,2.0,16.0,1.0,1.0,2.0,1.0
2556,0.0,8.0,1.0,1.0,4.0,1.0,0.0,16.0,1.0
2557,0.0,8.0,2.0,0.0,16.0,1.0,0.0,17.0,1.0
2558,0.0,8.0,3.0,0.0,14.0,1.0,2.0,17.0,1.0
2559,0.0,8.0,4.0,2.0,17.0,1.0,1.0,12.0,1.0
2560,0.0,8.0,5.0,2.0,16.0,1.0,2.0,2.0,1.0
2596,0.0,8.0,1.0,1.0,4.0,1.0,0.0,17.0,1.0
2597,0.0,8.0,2.0,0.0,16.0,1.0,0.0,20.0,1.0
2598,0.0,8.0,3.0,0.0,19.0,1.0,2.0,17.0,1.0
2599,0.0,8.0,4.0,2.0,16.0,1.0,1.0,17.0,1.0
2600,0.0,8.0,5.0,2.0,17.0,1.0,1.0,2.0,1.0
2631,0.0,8.0,1.0,1.0,4.0,1.0,0.0,17.0,1.0
2632,0.0,8.0,2.0,0.0,16.0,1.0,0.0,17.0,1.0
2633,0.0,8.0,3.0,0.0,13.0,1.0,2.0,17.0,1.0
2634,0.0,8.0,4.0,2.0,17.0,1.0,1.0,17.0,1.0
2635,0.0,8.0,5.0,2.0,17.0,1.0,2.0,2.0,1.0
2671,0.0,8.0,1.0,1.0,4.0,1.0,0.0,16.0,1.0
2672,0.0,8.0,2.0,0.0,16.0,1.0,0.0,17.0,1.0
2673,0.0,8.0,3.0,0.0,18.0,1.0,2.0,17.0,1.0
2674,0.0,8.0,4.0,2.0,16.0,1.0,1.0,14.0,1.0
2675,0.0,8.0,5.0,2.0,15.0,1.0,2.0,2.0,1.0
2706,0.0,8.0,1.0,1.0,4.0,1.0,0.0,16.0,1.0
2707,0.0,8.0,2.0,0.0,16.0,1.0,0.0,15.0,1.0
2708,0.0,8.0,3.0,0.0,14.0,1.0,2.0,17.0,1.0
2709,0.0,8.0,4.0,2.0,16.0,1.0,2.0,13.0,1.0
2710,0.0,8.0,5.0,2.0,17.0,1.0,1.0,2.0,1.0
2746,0.0,8.0,1.0,1.0,4.0,1.0,0.0,16.0,1.0
2747,0.0,8.0,2.0,0.0,16.0,1.0,0.0,16.0,1.0
2748,0.0,8.0,3.0,0.0,22.0,1.0,2.0,17.0,1.0
2749,0.0,8.0,4.0,2.0,17.0,1.0,1.0,15.0,1.0
