,date,server,tactic,Latency,Cost,Reliability,Predicted_Latency,Predicted_Cost,Predicted_Reliability
262,0.0,1.0,2.0,0.0,16.0,1.0,4.0,19.0,1.0
263,0.0,1.0,3.0,0.0,19.0,1.0,5.0,17.0,1.0
264,0.0,1.0,4.0,2.0,16.0,1.0,4.0,15.0,1.0
265,0.0,1.0,5.0,2.0,16.0,1.0,7.0,11.0,1.0
301,0.0,1.0,1.0,1.0,2.0,1.0,3.0,20.0,1.0
302,0.0,1.0,2.0,0.0,16.0,1.0,3.0,19.0,1.0
303,0.0,1.0,3.0,0.0,18.0,1.0,4.0,17.0,1.0
304,0.0,1.0,4.0,2.0,16.0,1.0,3.0,14.0,1.0
305,0.0,1.0,5.0,2.0,16.0,1.0,5.0,11.0,1.0
341,0.0,1.0,1.0,1.0,2.0,1.0,3.0,21.0,1.0
342,0.0,1.0,2.0,0.0,16.0,1.0,3.0,20.0,1.0
343,0.0,1.0,3.0,0.0,14.0,1.0,4.0,17.0,1.0
344,0.0,1.0,4.0,2.0,17.0,1.0,3.0,15.0,1.0
345,0.0,1.0,5.0,2.0,16.0,1.0,5.0,11.0,1.0
381,0.0,1.0,1.0,1.0,1.0,1.0,4.0,21.0,1.0
382,0.0,1.0,2.0,0.0,17.0,1.0,3.0,21.0,1.0
383,0.0,1.0,3.0,0.0,18.0,1.0,4.0,17.0,1.0
384,0.0,1.0,4.0,2.0,17.0,1.0,3.0,15.0,1.0
385,0.0,1.0,5.0,2.0,16.0,1.0,4.0,11.0,1.0
421,0.0,1.0,1.0,1.0,2.0,1.0,4.0,21.0,1.0
422,0.0,1.0,2.0,0.0,16.0,1.0,4.0,21.0,1.0
423,0.0,1.0,3.0,0.0,18.0,1.0,4.0,17.0,1.0
424,0.0,1.0,4.0,2.0,16.0,1.0,3.0,14.0,1.0
425,0.0,1.0,5.0,2.0,16.0,1.0,4.0,11.0,1.0
457,0.0,1.0,1.0,2.0,2.0,1.0,4.0,20.0,1.0
458,0.0,1.0,2.0,0.0,16.0,1.0,4.0,19.0,1.0
459,0.0,1.0,3.0,0.0,14.0,1.0,4.0,16.0,1.0
460,0.0,1.0,4.0,2.0,16.0,1.0,3.0,14.0,1.0
461,0.0,1.0,5.0,0.0,17.0,1.0,6.0,11.0,1.0
497,0.0,1.0,1.0,2.0,2.0,1.0,4.0,21.0,1.0
498,0.0,1.0,2.0,0.0,16.0,1.0,4.0,21.0,1.0
499,0.0,1.0,3.0,0.0,13.0,1.0,4.0,17.0,1.0
500,0.0,1.0,4.0,2.0,16.0,1.0,2.0,14.0,1.0
501,0.0,1.0,5.0,0.0,17.0,1.0,4.0,11.0,1.0
537,0.0,1.0,1.0,2.0,2.0,1.0,3.0,21.0,1.0
538,0.0,1.0,2.0,0.0,16.0,1.0,3.0,21.0,1.0
539,0.0,1.0,3.0,0.0,19.0,1.0,4.0,17.0,1.0
540,0.0,1.0,4.0,2.0,16.0,1.0,3.0,15.0,1.0
541,0.0,1.0,5.0,0.0,16.0,1.0,5.0,11.0,1.0
577,0.0,1.0,1.0,2.0,2.0,1.0,5.0,20.0,1.0
578,0.0,1.0,2.0,0.0,16.0,1.0,5.0,20.0,1.0
579,0.0,1.0,3.0,0.0,14.0,1.0,6.0,16.0,1.0
580,0.0,1.0,4.0,2.0,17.0,1.0,3.0,14.0,1.0
581,0.0,1.0,5.0,0.0,16.0,1.0,6.0,11.0,1.0
617,0.0,1.0,1.0,2.0,2.0,1.0,4.0,20.0,1.0
618,0.0,1.0,2.0,0.0,16.0,1.0,4.0,19.0,1.0
619,0.0,1.0,3.0,0.0,14.0,1.0,4.0,16.0,1.0
620,0.0,1.0,4.0,2.0,16.0,1.0,3.0,14.0,1.0
621,0.0,1.0,5.0,0.0,16.0,1.0,6.0,11.0,1.0
657,0.0,1.0,1.0,2.0,2.0,1.0,4.0,21.0,1.0
658,0.0,1.0,2.0,0.0,17.0,1.0,4.0,20.0,1.0
659,0.0,1.0,3.0,0.0,16.0,1.0,5.0,17.0,1.0
660,0.0,1.0,4.0,2.0,16.0,1.0,3.0,14.0,1.0
661,0.0,1.0,5.0,0.0,4.0,1.0,5.0,10.0,1.0
693,0.0,1.0,1.0,3.0,1.0,1.0,3.0,21.0,1.0
694,0.0,1.0,2.0,0.0,16.0,1.0,3.0,21.0,1.0
695,0.0,1.0,3.0,0.0,16.0,1.0,4.0,17.0,1.0
696,0.0,1.0,4.0,2.0,17.0,1.0,3.0,14.0,1.0
697,0.0,1.0,5.0,2.0,15.0,1.0,4.0,11.0,1.0
733,0.0,1.0,1.0,1.0,2.0,1.0,4.0,21.0,1.0
734,0.0,1.0,2.0,0.0,16.0,1.0,4.0,21.0,1.0
735,0.0,1.0,3.0,0.0,19.0,1.0,4.0,17.0,1.0
736,0.0,1.0,4.0,2.0,16.0,1.0,3.0,14.0,1.0
737,0.0,1.0,5.0,2.0,13.0,1.0,4.0,11.0,1.0
769,0.0,1.0,1.0,2.0,2.0,1.0,4.0,20.0,1.0
770,0.0,1.0,2.0,0.0,17.0,1.0,4.0,19.0,1.0
771,0.0,1.0,3.0,0.0,14.0,1.0,5.0,16.0,1.0
772,0.0,1.0,4.0,2.0,16.0,1.0,4.0,14.0,1.0
773,0.0,1.0,5.0,0.0,17.0,1.0,7.0,11.0,1.0
809,0.0,1.0,1.0,2.0,2.0,1.0,4.0,21.0,1.0
810,0.0,1.0,2.0,0.0,16.0,1.0,4.0,21.0,1.0
811,0.0,1.0,3.0,0.0,16.0,1.0,5.0,17.0,1.0
812,0.0,1.0,4.0,2.0,17.0,1.0,3.0,14.0,1.0
813,0.0,1.0,5.0,0.0,6.0,1.0,5.0,11.0,1.0
849,0.0,1.0,1.0,1.0,2.0,1.0,4.0,20.0,1.0
850,0.0,1.0,2.0,0.0,16.0,1.0,4.0,20.0,1.0
851,0.0,1.0,3.0,0.0,19.0,1.0,4.0,17.0,1.0
852,0.0,1.0,4.0,2.0,17.0,1.0,3.0,14.0,1.0
853,0.0,1.0,5.0,0.0,16.0,1.0,5.0,11.0,1.0
884,0.0,1.0,1.0,3.0,1.0,1.0,4.0,21.0,1.0
885,0.0,1.0,2.0,0.0,17.0,1.0,4.0,21.0,1.0
886,0.0,1.0,3.0,0.0,19.0,1.0,5.0,17.0,1.0
887,0.0,1.0,4.0,2.0,16.0,1.0,3.0,14.0,1.0
888,0.0,1.0,5.0,0.0,16.0,1.0,5.0,11.0,1.0
924,0.0,1.0,1.0,2.0,1.0,1.0,4.0,20.0,1.0
925,0.0,1.0,2.0,0.0,17.0,1.0,4.0,19.0,1.0
926,0.0,1.0,3.0,0.0,14.0,1.0,5.0,16.0,1.0
927,0.0,1.0,4.0,2.0,16.0,1.0,4.0,14.0,1.0
928,0.0,1.0,5.0,0.0,16.0,1.0,8.0,11.0,1.0
960,0.0,1.0,1.0,1.0,2.0,1.0,4.0,20.0,1.0
961,0.0,1.0,2.0,0.0,16.0,1.0,4.0,19.0,1.0
962,0.0,1.0,3.0,0.0,16.0,1.0,5.0,16.0,1.0
963,0.0,1.0,4.0,2.0,16.0,1.0,4.0,14.0,1.0
964,0.0,1.0,5.0,2.0,17.0,1.0,7.0,11.0,1.0
1000,0.0,1.0,1.0,1.0,3.0,1.0,4.0,20.0,1.0
1001,0.0,1.0,2.0,0.0,16.0,1.0,4.0,20.0,1.0
1002,0.0,1.0,3.0,0.0,14.0,1.0,4.0,16.0,1.0
1003,0.0,1.0,4.0,2.0,16.0,1.0,3.0,14.0,1.0
1004,0.0,1.0,5.0,2.0,15.0,1.0,5.0,11.0,1.0
1040,0.0,1.0,1.0,1.0,2.0,1.0,4.0,20.0,1.0
1041,0.0,1.0,2.0,0.0,17.0,1.0,4.0,20.0,1.0
1042,0.0,1.0,3.0,0.0,14.0,1.0,5.0,16.0,1.0
1043,0.0,1.0,4.0,2.0,17.0,1.0,3.0,14.0,1.0
1044,0.0,1.0,5.0,2.0,6.0,1.0,5.0,11.0,1.0
1075,0.0,1.0,1.0,1.0,1.0,1.0,5.0,20.0,1.0
1076,0.0,1.0,2.0,0.0,16.0,1.0,4.0,21.0,1.0
1077,0.0,1.0,3.0,0.0,18.0,1.0,5.0,17.0,1.0
1078,0.0,1.0,4.0,2.0,17.0,1.0,4.0,14.0,1.0
1079,0.0,1.0,5.0,2.0,16.0,1.0,5.0,12.0,1.0
1115,0.0,1.0,1.0,1.0,2.0,1.0,4.0,20.0,1.0
1116,0.0,1.0,2.0,0.0,16.0,1.0,4.0,19.0,1.0
1117,0.0,1.0,3.0,0.0,13.0,1.0,5.0,16.0,1.0
1118,0.0,1.0,4.0,2.0,17.0,1.0,4.0,14.0,1.0
1119,0.0,1.0,5.0,2.0,16.0,1.0,7.0,11.0,1.0
1155,0.0,1.0,1.0,1.0,2.0,1.0,4.0,20.0,1.0
1156,0.0,1.0,2.0,0.0,16.0,1.0,4.0,20.0,1.0
1157,0.0,1.0,3.0,0.0,16.0,1.0,5.0,17.0,1.0
1158,0.0,1.0,4.0,2.0,16.0,1.0,3.0,14.0,1.0
1159,0.0,1.0,5.0,2.0,17.0,1.0,4.0,11.0,1.0
1190,0.0,1.0,1.0,1.0,2.0,1.0,4.0,20.0,1.0
1191,0.0,1.0,2.0,0.0,16.0,1.0,4.0,20.0,1.0
1192,0.0,1.0,3.0,0.0,16.0,1.0,5.0,16.0,1.0
1193,0.0,1.0,4.0,2.0,16.0,1.0,4.0,15.0,1.0
1194,0.0,1.0,5.0,2.0,17.0,1.0,6.0,11.0,1.0
1230,0.0,1.0,1.0,1.0,2.0,1.0,5.0,20.0,1.0
1231,0.0,1.0,2.0,0.0,16.0,1.0,4.0,20.0,1.0
1232,0.0,1.0,3.0,0.0,18.0,1.0,5.0,17.0,1.0
1233,0.0,1.0,4.0,2.0,16.0,1.0,4.0,14.0,1.0
1234,0.0,1.0,5.0,2.0,4.0,1.0,6.0,11.0,1.0
1270,0.0,1.0,1.0,1.0,1.0,1.0,4.0,22.0,1.0
1271,0.0,1.0,2.0,0.0,16.0,1.0,5.0,21.0,1.0
1272,0.0,1.0,3.0,0.0,14.0,1.0,5.0,18.0,1.0
1273,0.0,1.0,4.0,2.0,17.0,1.0,4.0,16.0,1.0
1274,0.0,1.0,5.0,2.0,16.0,1.0,5.0,12.0,1.0
1306,0.0,1.0,1.0,2.0,2.0,1.0,4.0,22.0,1.0
1307,0.0,1.0,2.0,0.0,16.0,1.0,4.0,21.0,1.0
1308,0.0,1.0,3.0,0.0,19.0,1.0,5.0,18.0,1.0
1309,0.0,1.0,4.0,2.0,16.0,1.0,4.0,16.0,1.0
1310,0.0,1.0,5.0,0.0,17.0,1.0,5.0,12.0,1.0
1346,0.0,1.0,1.0,2.0,2.0,1.0,4.0,22.0,1.0
1347,0.0,1.0,2.0,0.0,16.0,1.0,4.0,21.0,1.0
1348,0.0,1.0,3.0,0.0,14.0,1.0,5.0,17.0,1.0
1349,0.0,1.0,4.0,2.0,17.0,1.0,4.0,15.0,1.0
1350,0.0,1.0,5.0,0.0,17.0,1.0,6.0,12.0,1.0
1382,0.0,1.0,1.0,1.0,2.0,1.0,4.0,22.0,1.0
1383,0.0,1.0,2.0,0.0,16.0,1.0,4.0,21.0,1.0
1384,0.0,1.0,3.0,0.0,18.0,1.0,5.0,17.0,1.0
1385,0.0,1.0,4.0,2.0,17.0,1.0,4.0,15.0,1.0
1386,0.0,1.0,5.0,2.0,16.0,1.0,5.0,12.0,1.0
1422,0.0,1.0,1.0,1.0,2.0,1.0,5.0,22.0,1.0
1423,0.0,1.0,2.0,0.0,16.0,1.0,5.0,21.0,1.0
1424,0.0,1.0,3.0,0.0,14.0,1.0,5.0,18.0,1.0
1425,0.0,1.0,4.0,2.0,16.0,1.0,4.0,16.0,1.0
1426,0.0,1.0,5.0,2.0,17.0,1.0,6.0,13.0,1.0
1457,0.0,1.0,1.0,1.0,2.0,1.0,4.0,22.0,1.0
1458,0.0,1.0,2.0,0.0,16.0,1.0,4.0,21.0,1.0
1459,0.0,1.0,3.0,0.0,19.0,1.0,5.0,18.0,1.0
1460,0.0,1.0,4.0,2.0,17.0,1.0,4.0,15.0,1.0
1461,0.0,1.0,5.0,2.0,2.0,1.0,6.0,12.0,1.0
1497,0.0,1.0,1.0,1.0,1.0,1.0,4.0,22.0,1.0
1498,0.0,1.0,2.0,0.0,17.0,1.0,4.0,21.0,1.0
1499,0.0,1.0,3.0,0.0,14.0,1.0,5.0,17.0,1.0
1500,0.0,1.0,4.0,2.0,17.0,1.0,4.0,16.0,1.0
1501,0.0,1.0,5.0,2.0,17.0,1.0,5.0,12.0,1.0
1532,0.0,1.0,1.0,1.0,2.0,1.0,4.0,22.0,1.0
1533,0.0,1.0,2.0,0.0,16.0,1.0,4.0,20.0,1.0
1534,0.0,1.0,3.0,0.0,16.0,1.0,5.0,17.0,1.0
1535,0.0,1.0,4.0,2.0,17.0,1.0,4.0,15.0,1.0
1536,0.0,1.0,5.0,2.0,17.0,1.0,5.0,12.0,1.0
1572,0.0,1.0,1.0,1.0,2.0,1.0,4.0,22.0,1.0
1573,0.0,1.0,2.0,0.0,17.0,1.0,4.0,20.0,1.0
1574,0.0,1.0,3.0,0.0,19.0,1.0,5.0,17.0,1.0
1575,0.0,1.0,4.0,2.0,16.0,1.0,4.0,15.0,1.0
1576,0.0,1.0,5.0,2.0,16.0,1.0,5.0,12.0,1.0
1612,0.0,1.0,1.0,1.0,1.0,1.0,4.0,22.0,1.0
1613,0.0,1.0,2.0,0.0,16.0,1.0,4.0,21.0,1.0
1614,0.0,1.0,3.0,0.0,19.0,1.0,5.0,18.0,1.0
1615,0.0,1.0,4.0,2.0,17.0,1.0,4.0,16.0,1.0
1616,0.0,1.0,5.0,2.0,17.0,1.0,5.0,12.0,1.0
1648,0.0,1.0,1.0,2.0,1.0,1.0,4.0,22.0,1.0
1649,0.0,1.0,2.0,0.0,16.0,1.0,4.0,20.0,1.0
1650,0.0,1.0,3.0,0.0,14.0,1.0,5.0,17.0,1.0
1651,0.0,1.0,4.0,2.0,17.0,1.0,4.0,16.0,1.0
1652,0.0,1.0,5.0,0.0,3.0,1.0,5.0,12.0,1.0
1688,0.0,1.0,1.0,2.0,1.0,1.0,4.0,22.0,1.0
1689,0.0,1.0,2.0,0.0,19.0,1.0,4.0,21.0,1.0
1690,0.0,1.0,3.0,0.0,35.0,1.0,5.0,18.0,1.0
1691,0.0,1.0,4.0,2.0,17.0,1.0,4.0,16.0,1.0
1692,0.0,1.0,5.0,0.0,16.0,1.0,5.0,12.0,1.0
1724,0.0,1.0,1.0,1.0,1.0,1.0,4.0,22.0,1.0
1725,0.0,1.0,2.0,0.0,16.0,1.0,4.0,20.0,1.0
1726,0.0,1.0,3.0,0.0,18.0,1.0,5.0,17.0,1.0
1727,0.0,1.0,4.0,2.0,16.0,1.0,4.0,15.0,1.0
1728,0.0,1.0,5.0,2.0,3.0,1.0,4.0,12.0,1.0
1764,0.0,1.0,1.0,1.0,2.0,1.0,4.0,22.0,1.0
1765,0.0,1.0,2.0,0.0,16.0,1.0,4.0,21.0,1.0
1766,0.0,1.0,3.0,0.0,18.0,1.0,5.0,18.0,1.0
1767,0.0,1.0,4.0,2.0,16.0,1.0,4.0,16.0,1.0
1768,0.0,1.0,5.0,2.0,16.0,1.0,5.0,12.0,1.0
1804,0.0,1.0,1.0,1.0,2.0,1.0,4.0,22.0,1.0
1805,0.0,1.0,2.0,0.0,16.0,1.0,4.0,21.0,1.0
1806,0.0,1.0,3.0,0.0,18.0,1.0,5.0,18.0,1.0
1807,0.0,1.0,4.0,2.0,16.0,1.0,3.0,16.0,1.0
1808,0.0,1.0,5.0,2.0,11.0,1.0,4.0,12.0,1.0
1844,0.0,1.0,1.0,1.0,2.0,1.0,4.0,22.0,1.0
1845,0.0,1.0,2.0,0.0,16.0,1.0,4.0,21.0,1.0
1846,0.0,1.0,3.0,0.0,19.0,1.0,5.0,18.0,1.0
1847,0.0,1.0,4.0,2.0,16.0,1.0,4.0,15.0,1.0
1848,0.0,1.0,5.0,2.0,16.0,1.0,4.0,12.0,1.0
1879,0.0,1.0,1.0,1.0,2.0,1.0,4.0,22.0,1.0
1880,0.0,1.0,2.0,0.0,16.0,1.0,4.0,20.0,1.0
1881,0.0,1.0,3.0,0.0,14.0,1.0,5.0,17.0,1.0
1882,0.0,1.0,4.0,2.0,16.0,1.0,4.0,15.0,1.0
1883,0.0,1.0,5.0,2.0,16.0,1.0,5.0,12.0,1.0
1919,0.0,1.0,1.0,1.0,2.0,1.0,4.0,22.0,1.0
1920,0.0,1.0,2.0,0.0,16.0,1.0,4.0,20.0,1.0
1921,0.0,1.0,3.0,0.0,18.0,1.0,5.0,18.0,1.0
1922,0.0,1.0,4.0,2.0,16.0,1.0,4.0,15.0,1.0
1923,0.0,1.0,5.0,2.0,16.0,1.0,6.0,12.0,1.0
1959,0.0,1.0,1.0,1.0,2.0,1.0,4.0,22.0,1.0
1960,0.0,1.0,2.0,0.0,16.0,1.0,4.0,21.0,1.0
1961,0.0,1.0,3.0,0.0,16.0,1.0,5.0,18.0,1.0
1962,0.0,1.0,4.0,2.0,16.0,1.0,3.0,16.0,1.0
1963,0.0,1.0,5.0,2.0,16.0,1.0,4.0,12.0,1.0
1999,0.0,1.0,1.0,1.0,1.0,1.0,4.0,22.0,1.0
2000,0.0,1.0,2.0,0.0,16.0,1.0,4.0,20.0,1.0
2001,0.0,1.0,3.0,0.0,19.0,1.0,5.0,18.0,1.0
2002,0.0,1.0,4.0,2.0,16.0,1.0,4.0,15.0,1.0
2003,0.0,1.0,5.0,2.0,17.0,1.0,4.0,12.0,1.0
2039,0.0,1.0,1.0,1.0,2.0,1.0,4.0,21.0,1.0
2040,0.0,1.0,2.0,0.0,16.0,1.0,4.0,20.0,1.0
2041,0.0,1.0,3.0,0.0,19.0,1.0,5.0,17.0,1.0
2042,0.0,1.0,4.0,2.0,16.0,1.0,4.0,15.0,1.0
2043,0.0,1.0,5.0,2.0,16.0,1.0,5.0,12.0,1.0
2079,0.0,1.0,1.0,1.0,2.0,1.0,4.0,21.0,1.0
2080,0.0,1.0,2.0,0.0,16.0,1.0,4.0,20.0,1.0
2081,0.0,1.0,3.0,0.0,14.0,1.0,5.0,17.0,1.0
2082,0.0,1.0,4.0,2.0,17.0,1.0,4.0,16.0,1.0
2083,0.0,1.0,5.0,2.0,17.0,1.0,6.0,12.0,1.0
2114,0.0,1.0,1.0,1.0,1.0,1.0,4.0,22.0,1.0
2115,0.0,1.0,2.0,0.0,16.0,1.0,4.0,20.0,1.0
2116,0.0,1.0,3.0,0.0,14.0,1.0,5.0,17.0,1.0
2117,0.0,1.0,4.0,2.0,16.0,1.0,3.0,16.0,1.0
2118,0.0,1.0,5.0,2.0,3.0,1.0,5.0,12.0,1.0
2149,0.0,1.0,1.0,1.0,1.0,1.0,4.0,22.0,1.0
2150,0.0,1.0,2.0,0.0,16.0,1.0,4.0,21.0,1.0
2151,0.0,1.0,3.0,0.0,16.0,1.0,4.0,18.0,1.0
2152,0.0,1.0,4.0,2.0,17.0,1.0,3.0,16.0,1.0
2153,0.0,1.0,5.0,2.0,16.0,1.0,4.0,12.0,1.0
2189,0.0,1.0,1.0,1.0,2.0,1.0,4.0,22.0,1.0
2190,0.0,1.0,2.0,0.0,16.0,1.0,4.0,20.0,1.0
2191,0.0,1.0,3.0,0.0,13.0,1.0,4.0,17.0,1.0
2192,0.0,1.0,4.0,2.0,16.0,1.0,3.0,15.0,1.0
2193,0.0,1.0,5.0,2.0,17.0,1.0,4.0,12.0,1.0
2229,0.0,1.0,1.0,1.0,2.0,1.0,4.0,22.0,1.0
2230,0.0,1.0,2.0,0.0,16.0,1.0,4.0,20.0,1.0
2231,0.0,1.0,3.0,0.0,13.0,1.0,4.0,17.0,1.0
2232,0.0,1.0,4.0,2.0,16.0,1.0,4.0,15.0,1.0
2233,0.0,1.0,5.0,2.0,16.0,1.0,4.0,12.0,1.0
2264,0.0,1.0,1.0,1.0,2.0,1.0,4.0,22.0,1.0
2265,0.0,1.0,2.0,0.0,16.0,1.0,4.0,20.0,1.0
2266,0.0,1.0,3.0,0.0,19.0,1.0,5.0,17.0,1.0
2267,0.0,1.0,4.0,2.0,16.0,1.0,4.0,15.0,1.0
2268,0.0,1.0,5.0,2.0,9.0,1.0,5.0,12.0,1.0
2304,0.0,1.0,1.0,1.0,2.0,1.0,4.0,22.0,1.0
2305,0.0,1.0,2.0,0.0,16.0,1.0,4.0,20.0,1.0
2306,0.0,1.0,3.0,0.0,26.0,1.0,5.0,18.0,1.0
2307,0.0,1.0,4.0,2.0,16.0,1.0,4.0,16.0,1.0
2308,0.0,1.0,5.0,2.0,17.0,1.0,5.0,12.0,1.0
2340,0.0,1.0,1.0,2.0,2.0,1.0,3.0,22.0,1.0
2341,0.0,1.0,2.0,0.0,16.0,1.0,4.0,20.0,1.0
2342,0.0,1.0,3.0,0.0,14.0,1.0,4.0,17.0,1.0
2343,0.0,1.0,4.0,2.0,16.0,1.0,3.0,16.0,1.0
2344,0.0,1.0,5.0,0.0,16.0,1.0,5.0,12.0,1.0
2380,0.0,1.0,1.0,2.0,2.0,1.0,4.0,22.0,1.0
2381,0.0,1.0,2.0,0.0,16.0,1.0,4.0,20.0,1.0
2382,0.0,1.0,3.0,0.0,18.0,1.0,5.0,17.0,1.0
2383,0.0,1.0,4.0,2.0,17.0,1.0,3.0,15.0,1.0
2384,0.0,1.0,5.0,0.0,17.0,1.0,5.0,12.0,1.0
2415,0.0,1.0,1.0,2.0,5.0,1.0,4.0,22.0,1.0
2416,0.0,1.0,2.0,0.0,17.0,1.0,4.0,20.0,1.0
2417,0.0,1.0,3.0,0.0,14.0,1.0,5.0,17.0,1.0
2418,0.0,1.0,4.0,2.0,16.0,1.0,3.0,15.0,1.0
2419,0.0,1.0,5.0,0.0,17.0,1.0,5.0,12.0,1.0
2455,0.0,1.0,1.0,3.0,1.0,1.0,4.0,22.0,1.0
2456,0.0,1.0,2.0,0.0,16.0,1.0,4.0,20.0,1.0
2457,0.0,1.0,3.0,0.0,18.0,1.0,5.0,17.0,1.0
2458,0.0,1.0,4.0,2.0,16.0,1.0,4.0,15.0,1.0
2459,0.0,1.0,5.0,0.0,2.0,1.0,5.0,12.0,1.0
2491,0.0,1.0,1.0,1.0,2.0,1.0,4.0,22.0,1.0
2492,0.0,1.0,2.0,0.0,16.0,1.0,4.0,20.0,1.0
2493,0.0,1.0,3.0,0.0,18.0,1.0,5.0,17.0,1.0
2494,0.0,1.0,4.0,2.0,16.0,1.0,3.0,16.0,1.0
2495,0.0,1.0,5.0,2.0,5.0,1.0,4.0,12.0,1.0
2526,0.0,1.0,1.0,1.0,1.0,1.0,3.0,22.0,1.0
2527,0.0,1.0,2.0,0.0,17.0,1.0,4.0,20.0,1.0
2528,0.0,1.0,3.0,0.0,16.0,1.0,4.0,17.0,1.0
2529,0.0,1.0,4.0,2.0,17.0,1.0,3.0,16.0,1.0
2530,0.0,1.0,5.0,2.0,16.0,1.0,4.0,12.0,1.0
2561,0.0,1.0,1.0,1.0,2.0,1.0,4.0,22.0,1.0
2562,0.0,1.0,2.0,0.0,17.0,1.0,4.0,20.0,1.0
2563,0.0,1.0,3.0,0.0,14.0,1.0,4.0,17.0,1.0
2564,0.0,1.0,4.0,2.0,16.0,1.0,3.0,15.0,1.0
2565,0.0,1.0,5.0,2.0,17.0,1.0,4.0,12.0,1.0
2601,0.0,1.0,1.0,1.0,2.0,1.0,4.0,22.0,1.0
2602,0.0,1.0,2.0,0.0,16.0,1.0,4.0,20.0,1.0
2603,0.0,1.0,3.0,0.0,13.0,1.0,5.0,17.0,1.0
2604,0.0,1.0,4.0,2.0,16.0,1.0,4.0,15.0,1.0
2605,0.0,1.0,5.0,2.0,16.0,1.0,4.0,12.0,1.0
2636,0.0,1.0,1.0,1.0,1.0,1.0,4.0,21.0,1.0
2637,0.0,1.0,2.0,0.0,16.0,1.0,4.0,20.0,1.0
2638,0.0,1.0,3.0,0.0,18.0,1.0,5.0,17.0,1.0
2639,0.0,1.0,4.0,2.0,16.0,1.0,4.0,15.0,1.0
2640,0.0,1.0,5.0,2.0,16.0,1.0,6.0,12.0,1.0
2676,0.0,1.0,1.0,1.0,2.0,1.0,4.0,21.0,1.0
2677,0.0,1.0,2.0,0.0,16.0,1.0,4.0,20.0,1.0
2678,0.0,1.0,3.0,0.0,18.0,1.0,5.0,17.0,1.0
2679,0.0,1.0,4.0,2.0,17.0,1.0,3.0,16.0,1.0
2680,0.0,1.0,5.0,2.0,6.0,1.0,4.0,12.0,1.0
2711,0.0,1.0,1.0,1.0,2.0,1.0,4.0,22.0,1.0
2712,0.0,1.0,2.0,0.0,16.0,1.0,4.0,20.0,1.0
2713,0.0,1.0,3.0,0.0,16.0,1.0,4.0,17.0,1.0
2714,0.0,1.0,4.0,2.0,17.0,1.0,3.0,15.0,1.0
2715,0.0,1.0,5.0,2.0,16.0,1.0,4.0,12.0,1.0
2751,0.0,1.0,1.0,1.0,1.0,1.0,3.0,22.0,1.0
2752,0.0,1.0,2.0,0.0,17.0,1.0,4.0,20.0,1.0
2753,0.0,1.0,3.0,0.0,16.0,1.0,4.0,17.0,1.0
2754,0.0,1.0,4.0,2.0,16.0,1.0,3.0,15.0,1.0
