i,Timestamp,Latency,Cost,Reliability,predLatency,predCost,predReliability
164,262978373.2,1.80509565,16.47361645,1,3.24917217,29.652509610000003,1
165,262978627.5,1.906018,15.76576575,1,3.4308324,28.378378350000002,1
166,263014355.5,0.83297355,2.8314027999999998,1,1.4993523899999999,5.0965250399999995,1
167,263017004.5,0.08652735,16.28056625,1,0.15574923000000002,29.30501925,1
168,349416262.3,0.001805,19.111969100000003,1,0.003249,34.401544380000004,1
169,349454834.2,1.8109525000000002,16.731016699999998,1,3.2597145000000003,30.115830059999997,1
170,349455095.3,1.9124854,17.37451735,1,3.44247372,31.274131230000002,1
171,349469275.2,0.34078835,6.04890605,1,0.6134190300000001,10.888030890000001,1
172,349471864.0,0.0892131,16.28056625,1,0.16058358,29.30501925,1
173,349472117.1,0.00116,19.4980695,1,0.002088,35.0965251,1
174,349507854.0,1.71987495,16.47361645,1,3.09577491,29.652509610000003,1
175,349509996.4,1.91161635,2.63835265,1,3.44090943,4.74903477,1
176,349549618.5,0.93243225,3.9253538999999997,1,1.67837805,7.06563702,1
177,349551501.7,0.08721985,16.34491635,1,0.15699573,29.420849429999997,1
178,349551525.1,0.00107,14.47876445,1,0.001926,26.06177601,1
179,349589558.4,1.7857358,16.731016699999998,1,3.2143244400000004,30.115830059999997,1
180,349589849.5,1.8886602,16.66666665,1,3.39958836,29.99999997,1
181,349626522.8,0.78397005,1.86615185,1,1.41114609,3.35907333,1
182,349628454.5,0.08943279999999999,16.34491635,1,0.16097904,29.420849429999997,1
183,349628479.1,0.0011300000000000001,14.47876445,1,0.0020340000000000002,26.06177601,1
184,349665137.6,1.71654125,16.47361645,1,3.08977425,29.652509610000003,1
185,349665388.2,1.8199074,16.9240669,1,3.27583332,30.46332042,1
186,349685349.3,0.4793231,4.37580435,1,0.86278158,7.87644783,1
187,349687197.4,0.08571625,16.47361645,1,0.15428925,29.652509610000003,1
188,349687221.0,0.001065,14.47876445,1,0.001917,26.06177601,1
189,349723387.7,1.69352865,16.47361645,1,3.04835157,29.652509610000003,1
190,349723651.1,1.79351095,16.731016699999998,1,3.22831971,30.115830059999997,1
191,349729466.9,0.1430342,14.47876445,1,0.25746156000000003,26.06177601,1
192,349731389.9,0.08918645,16.47361645,1,0.16053561,29.652509610000003,1
193,349731414.6,0.00112,17.76061775,1,0.002016,31.969111950000002,1
194,349767913.0,1.7138654999999998,16.53796655,1,3.0849578999999996,29.768339790000002,1
195,349768592.7,1.8170916000000001,16.15186615,1,3.27076488,29.073359070000002,1
196,349832120.9,1.46060405,1.994852,1,2.6290872899999997,3.5907336,1
197,349834128.9,0.09302945,16.47361645,1,0.16745301,29.652509610000003,1
198,349834338.6,0.00112,14.47876445,1,0.002016,26.06177601,1
199,349872076.3,1.78056895,16.4092664,1,3.20502411,29.53667952,1
200,349872352.0,1.88866475,16.602316599999998,1,3.39959655,29.884169879999998,1
201,349899835.5,0.6857496999999999,3.34620335,1,1.2343494599999998,6.0231660300000005,1
202,349901704.3,0.08655895,16.28056625,1,0.15580611,29.30501925,1
203,349901728.7,0.001125,14.47876445,1,0.002025,26.06177601,1
204,349937980.7,1.70232445,16.7953668,1,3.0641840100000004,30.23166024,1
205,349938242.2,1.80323625,15.95881595,1,3.24582525,28.72586871,1
206,349973148.9,0.81893545,2.96010295,1,1.47408381,5.32818531,1
207,349974910.5,0.08160425,16.28056625,1,0.14688765,29.30501925,1
208,349974932.7,0.0010199999999999999,16.28056625,1,0.0018359999999999997,29.30501925,1
209,350011777.7,1.7300933,16.4092664,1,3.11416794,29.53667952,1
210,350015103.8,1.9284580000000002,1.994852,1,3.4712244000000005,3.5907336,1
211,350028627.1,0.34687765,6.37065635,1,0.62437977,11.46718143,1
212,350030413.7,0.0828271,16.28056625,1,0.14908878,29.30501925,1
213,350030439.5,0.00117,13.06306305,1,0.0021060000000000002,23.51351349,1
214,350068697.4,1.7962542000000001,16.7953668,1,3.23325756,30.23166024,1
215,350068957.4,1.8933118999999998,15.95881595,1,3.40796142,28.72586871,1
216,350108240.6,0.9348966000000001,3.7966538,1,1.68281388,6.83397684,1
217,350109994.4,0.08118225,16.34491635,1,0.14612805,29.420849429999997,1
218,350110017.4,0.00106,14.47876445,1,0.001908,26.06177601,1
219,350147117.8,1.7372351000000001,16.53796655,1,3.12702318,29.768339790000002,1
220,350147376.0,1.8325491999999999,16.4092664,1,3.29858856,29.53667952,1
221,350186270.2,1.13239715,1.994852,1,2.0383148700000002,3.5907336,1
222,350188224.5,0.09055980000000001,16.28056625,1,0.16300764,29.30501925,1
223,350188248.8,0.001115,17.76061775,1,0.002007,31.969111950000002,1
224,350225898.1,1.767759,16.47361645,1,3.1819662,29.652509610000003,1
225,350226608.5,1.8936813000000001,6.628056599999999,1,3.40862634,11.930501879999998,1
226,350246850.2,0.48914455,3.86100385,1,0.8804601900000001,6.94980693,1
227,350248691.9,0.08523055,16.4092664,1,0.15341499,29.53667952,1
228,350248714.1,0.0010199999999999999,16.28056625,1,0.0018359999999999997,29.30501925,1
229,350285400.2,1.7226465,16.47361645,1,3.1007637,29.652509610000003,1
230,350285665.8,1.8223832999999998,16.15186615,1,3.28028994,29.073359070000002,1
231,350291466.5,0.1445359,16.988417000000002,1,0.26016462,30.579150600000006,1
232,350293620.5,0.10002065,16.4092664,1,0.18003717,29.53667952,1
233,350293646.9,0.0012050000000000001,13.06306305,1,0.0021690000000000004,23.51351349,1
234,350331659.3,1.7799512999999998,16.47361645,1,3.2039123399999996,29.652509610000003,1
235,350334301.1,2.0057652,1.9305019,1,3.6103773599999998,3.4749034200000004,1
236,351066265.5,16.1317178,0.57915055,1,29.03709204,1.0424709900000002,1
237,351067994.3,0.08757725,16.34491635,1,0.15763905,29.420849429999997,1
238,351068032.1,0.001745,13.96396395,1,0.003141,25.13513511,1
239,351105994.6,1.77760155,16.47361645,1,3.19968279,29.652509610000003,1
240,351109004.8,2.0089167000000003,2.3166022999999996,1,3.6160500600000005,4.16988414,1
241,351136915.5,0.6846734,3.9253538999999997,1,1.23241212,7.06563702,1
242,351138942.3,0.0940286,18.018017999999998,1,0.16925148,32.432432399999996,1
243,351138968.8,0.001185,17.76061775,1,0.0021330000000000003,31.969111950000002,1
244,351175381.2,1.70982865,16.47361645,1,3.07769157,29.652509610000003,1
245,351178659.9,1.95952245,1.67310165,1,3.52714041,3.01158297,1
246,351214336.2,0.8395453000000002,3.024453,1,1.5111815400000004,5.4440154,1
247,351216440.4,0.09761875,16.602316599999998,1,0.17571375,29.884169879999998,1
248,351216477.9,0.0017100000000000001,13.06306305,1,0.0030780000000000004,23.51351349,1
249,351253542.6,1.74034435,16.47361645,1,3.13261983,29.652509610000003,1
250,351253834.9,1.85436595,16.28056625,1,3.3378587100000003,29.30501925,1
251,351274961.0,0.34283915,4.8906049000000005,1,0.61711047,8.803088820000001,1
252,351276331.6,0.0982296,16.34491635,1,0.17681328000000002,29.420849429999997,1
253,351276358.4,0.001225,17.76061775,1,0.002205,31.969111950000002,1
254,351312759.1,1.7092811,16.47361645,1,3.0767059800000003,29.652509610000003,1
255,351313013.4,1.82154615,16.602316599999998,1,3.2787830700000002,29.884169879999998,1
256,351353377.2,0.95378805,3.66795365,1,1.71681849,6.60231657,1
257,351355408.8,0.0988488,16.34491635,1,0.17792784,29.420849429999997,1
258,351355435.6,0.001235,19.4980695,1,0.002223,35.0965251,1
259,351394046.7,1.76553125,16.731016699999998,1,3.1779562500000003,30.115830059999997,1
260,437793385.5,1.87822785,16.0875161,1,3.38081013,28.95752898,1
261,437830468.4,0.96909885,1.8018018,1,1.74437793,3.24324324,1
262,437832342.4,0.0868302,16.28056625,1,0.15629436,29.30501925,1
263,437832365.3,0.00105,19.4980695,1,0.00189,35.0965251,1
264,437872093.5,1.86029655,15.95881595,1,3.34853379,28.72586871,1
265,437872368.5,1.9620069,16.15186615,1,3.53161242,29.073359070000002,1
266,437892373.6,0.47669579999999995,3.47490345,1,0.8580524399999999,6.25482621,1
267,437894374.8,0.0928012,16.216216199999998,1,0.16704216,29.189189159999998,1
268,437894400.7,0.00119,17.76061775,1,0.0021420000000000002,31.969111950000002,1
269,437932975.3,1.80627505,16.4092664,1,3.25129509,29.53667952,1
270,437933822.2,1.9131801,17.24581725,1,3.44372418,31.042471050000003,1
271,437939633.1,0.1651746,14.800514800000002,1,0.29731428000000004,26.640926640000004,1
272,437941421.2,0.08289235,16.53796655,1,0.14920623000000002,29.768339790000002,1
273,437941444.2,0.0010550000000000002,14.47876445,1,0.0018990000000000003,26.06177601,1
274,437979364.6,1.76529085,15.95881595,1,3.17752353,28.72586871,1
275,437979584.7,1.87076805,10.102960099999999,1,3.36738249,18.18532818,1
276,438051907.9,1.2578482,1.67310165,1,2.26412676,3.01158297,1
277,438054073.1,0.100346,16.28056625,1,0.1806228,29.30501925,1
278,438054101.6,0.00131,21.6216216,1,0.002358,38.91891888,1
279,438094917.8,1.9160258999999997,15.76576575,1,3.4488466199999994,28.378378350000002,1
280,438095402.7,2.03018755,16.602316599999998,1,3.65433759,29.884169879999998,1
281,438121740.4,0.64393515,3.53925355,1,1.15908327,6.370656390000001,1
282,438123857.5,0.0983051,16.216216199999998,1,0.17694918,29.189189159999998,1
283,438123886.9,0.001355,16.28056625,1,0.002439,29.30501925,1
284,438163982.2,1.8774789,16.53796655,1,3.37946202,29.768339790000002,1
285,438164301.0,1.9929368000000003,16.53796655,1,3.5872862400000005,29.768339790000002,1
286,438199700.1,0.8288665000000001,3.15315315,1,1.4919597000000002,5.67567567,1
287,438201728.1,0.0940088,15.122265099999998,1,0.16921584,27.220077179999997,1
288,438201754.5,0.00121,14.47876445,1,0.002178,26.06177601,1
289,438240849.0,1.83542575,16.216216199999998,1,3.30376635,29.189189159999998,1
290,438241232.1,1.9430157,16.0875161,1,3.49742826,28.95752898,1
291,438255267.2,0.33439935,5.9202059,1,0.60191883,10.65637062,1
292,438257022.8,0.08139875,16.34491635,1,0.14651775,29.420849429999997,1
293,438257044.5,0.000995,16.28056625,1,0.001791,29.30501925,1
294,438296387.1,1.8470451,16.53796655,1,3.3246811800000002,29.768339790000002,1
295,438296657.5,1.9429418,16.4092664,1,3.49729524,29.53667952,1
296,438336856.3,0.95047355,3.28185325,1,1.7108523900000001,5.907335850000001,1
297,438338683.6,0.0846576,16.34491635,1,0.15238368,29.420849429999997,1
298,438338706.6,0.0010550000000000002,19.4980695,1,0.0018990000000000003,35.0965251,1
299,438375457.5,1.72568795,16.47361645,1,3.10623831,29.652509610000003,1
300,438377953.5,1.9292206000000003,2.3166022999999996,1,3.472597080000001,4.16988414,1
301,438417235.7,1.08312145,2.05920205,1,1.94961861,3.7065636900000003,1
302,438420018.9,0.08952189999999999,16.34491635,1,0.16113941999999998,29.420849429999997,1
303,524819193.8,0.001215,17.76061775,1,0.002187,31.969111950000002,1
304,524857348.1,1.78659335,16.4092664,1,3.21586803,29.53667952,1
305,524857646.1,1.89225325,16.4092664,1,3.40605585,29.53667952,1
306,524877903.9,0.48325315,3.9253538999999997,1,0.8698556700000001,7.06563702,1
307,524879668.6,0.0816703,16.4092664,1,0.14700654000000002,29.53667952,1
308,524879691.7,0.001065,14.47876445,1,0.001917,26.06177601,1
309,524916991.8,1.74659795,16.731016699999998,1,3.14387631,30.115830059999997,1
310,524918040.4,1.8794275000000003,4.6975546999999995,1,3.3829695000000006,8.45559846,1
311,524923666.3,0.13894785,14.35006435,1,0.25010613000000004,25.83011583,1
312,524925403.9,0.08056205,16.4092664,1,0.14501169,29.53667952,1
313,524925426.1,0.001015,16.28056625,1,0.001827,29.30501925,1
314,524961975.0,1.7162218999999996,16.53796655,1,3.0891994199999995,29.768339790000002,1
315,524963766.5,1.88253105,2.8957528999999997,1,3.38855589,5.21235522,1
316,525011932.3,1.1490851,2.25225225,1,2.06835318,4.05405405,1
317,525013967.5,0.09426905,16.216216199999998,1,0.16968429,29.189189159999998,1
318,525013993.7,0.0011949999999999999,13.06306305,1,0.0021509999999999997,23.51351349,1
319,525052307.5,1.7940593999999996,16.731016699999998,1,3.2293069199999995,30.115830059999997,1
320,525052588.3,1.9037483,16.85971685,1,3.42674694,30.347490330000003,1
321,525080543.2,0.6432298000000001,3.28185325,1,1.15781364,5.907335850000001,1
322,525082465.6,0.0891961,16.47361645,1,0.16055298,29.652509610000003,1
323,525082489.4,0.001085,14.47876445,1,0.001953,26.06177601,1
324,525120020.0,1.7621988000000002,16.4092664,1,3.1719578400000006,29.53667952,1
325,525120306.6,1.86676155,16.28056625,1,3.36017079,29.30501925,1
326,525155915.5,0.8472129999999999,3.15315315,1,1.5249833999999998,5.67567567,1
327,525157952.4,0.09453055,16.53796655,1,0.17015499,29.768339790000002,1
328,525157976.8,0.00112,14.47876445,1,0.002016,26.06177601,1
329,525196236.3,1.79633035,16.4092664,1,3.2333946300000003,29.53667952,1
330,525197451.7,1.9497744,4.05405405,1,3.50959392,7.297297290000001,1
331,525212090.8,0.3559071,5.9845559999999995,1,0.64063278,10.7722008,1
332,525214382.8,0.09583765,16.47361645,1,0.17250777,29.652509610000003,1
333,525214651.1,0.00123,17.76061775,1,0.002214,31.969111950000002,1
334,525251352.2,1.74519355,16.4092664,1,3.14134839,29.53667952,1
335,525251637.4,1.8566101000000002,16.28056625,1,3.3418981800000003,29.30501925,1
336,525291822.0,0.95779415,3.6036036,1,1.72402947,6.48648648,1
337,525293660.8,0.08516789999999999,16.85971685,1,0.15330222,30.347490330000003,1
338,525293684.6,0.00109,14.47876445,1,0.001962,26.06177601,1
339,525331480.7,1.77462835,16.34491635,1,3.19433103,29.420849429999997,1
340,525333405.5,1.95199045,2.44530245,1,3.51358281,4.40154441,1
341,525369264.1,0.580531,1.86615185,1,1.0449558,3.35907333,1
342,525371337.9,0.08597385,16.34491635,1,0.15475293,29.420849429999997,1
343,525371573.3,0.00108,14.47876445,1,0.001944,26.06177601,1
344,525409533.5,1.7943648999999997,16.602316599999998,1,3.2298568199999997,29.884169879999998,1
345,525409787.4,1.8975366999999999,16.28056625,1,3.4155660599999997,29.30501925,1
346,525429895.3,0.48026175,3.7323037000000006,1,0.86447115,6.718146660000001,1
347,525431858.4,0.09097739999999999,16.28056625,1,0.16375931999999999,29.30501925,1
348,525431883.5,0.00115,23.6164736,1,0.0020700000000000002,42.50965248,1
349,525469667.3,1.76924255,16.34491635,1,3.18463659,29.420849429999997,1
350,525469937.9,1.87502945,16.85971685,1,3.3750530100000002,30.347490330000003,1
351,525475514.9,0.138031,16.216216199999998,1,0.24845579999999998,29.189189159999998,1
352,525477393.4,0.08716215,16.28056625,1,0.15689187,29.30501925,1
353,525477419.5,0.0011949999999999999,23.6164736,1,0.0021509999999999997,42.50965248,1
354,525517047.8,1.8556127,16.4092664,1,3.34010286,29.53667952,1
355,525517300.2,1.9566325,16.28056625,1,3.5219385,29.30501925,1
356,526313866.7,18.02472255,0.57915055,1,32.444500590000004,1.0424709900000002,1
357,526315676.5,0.08863605,16.4092664,1,0.15954489,29.53667952,1
358,526315703.0,0.00122,11.9047619,1,0.002196,21.42857142,1
